slug,source_token,lookup_id,原配置来源token,精确查询已验证,候选字段
commandcode/claude-sonnet-5,models.dev/abacus,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":64000,""output_modalities"":[""text""]}"
commandcode/claude-sonnet-5,models.dev/aihubmix,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/anthropic,claude-sonnet-5,是,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/azure-cognitive-services,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/azure,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/cortecs,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/claude-sonnet-5,models.dev/github-copilot,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/kenari,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/llmgateway,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":1000000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/model-oracle-ai,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/neon,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/opencode,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/pioneer,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/claude-sonnet-5,models.dev/requesty,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/claude-sonnet-5,models.dev/snowflake-cortex,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/claude-sonnet-5,models.dev/unorouter,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/claude-sonnet-5,models.dev/venice,claude-sonnet-5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":64000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/gpt-5.3-codex,models.dev/abacus,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.3-codex,models.dev/aihubmix,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/azure-cognitive-services,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/azure,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/freemodel,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/github-copilot,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/llmgateway,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/openai,gpt-5.3-codex,是,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/opencode,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.3-codex,models.dev/pioneer,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.3-codex,models.dev/requesty,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/gpt-5.3-codex,models.dev/vivgrid,gpt-5.3-codex,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.4,models.dev/302ai,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/abacus,gpt-5.4,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.4,models.dev/ai-router,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/aihubmix,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/azure-cognitive-services,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/azure,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/cortecs,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4,models.dev/daoxe,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4,models.dev/freemodel,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/github-copilot,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/llmgateway,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/model-oracle-ai,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4,models.dev/openai,gpt-5.4,是,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/opencode,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/pioneer,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/requesty,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/gpt-5.4,models.dev/sap-ai-core,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4,models.dev/unorouter,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.4,models.dev/vivgrid,gpt-5.4,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4,models.dev/xpersona,gpt-5.4,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/gpt-5.4-mini,models.dev/302ai,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/abacus,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.4-mini,models.dev/aihubmix,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/azure-cognitive-services,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/azure,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/freemodel,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/github-copilot,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/llmgateway,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/model-oracle-ai,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4-mini,models.dev/openai,gpt-5.4-mini,是,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/opencode,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/pioneer,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.4-mini,models.dev/requesty,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/gpt-5.4-mini,models.dev/vivgrid,gpt-5.4-mini,否,是,"{""context_window"":400000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":272000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.4-mini,models.dev/xpersona,gpt-5.4-mini,否,是,"{""context_window"":272000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/gpt-5.5,models.dev/abacus,gpt-5.5,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.5,models.dev/ai-router,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/aihubmix,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/azure-cognitive-services,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/azure,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/daoxe,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.5,models.dev/freemodel,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/github-copilot,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/llmgateway,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/model-oracle-ai,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.5,models.dev/openai,gpt-5.5,是,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/opencode,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/pioneer,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/requesty,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
commandcode/gpt-5.5,models.dev/sap-ai-core,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
commandcode/gpt-5.5,models.dev/unorouter,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.5,models.dev/vivgrid,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
commandcode/gpt-5.5,models.dev/xpersona,gpt-5.5,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/gpt-5.6-luna,models.dev/abacus,gpt-5.6-luna,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
commandcode/gpt-5.6-luna,models.dev/ai-router,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
commandcode/gpt-5.6-luna,models.dev/aihubmix,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
