slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning
congee/gpt-5.6-terra,gpt-5.6-terra,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
congee/gpt-6,gpt-6,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
congee/gpt-6-astra,gpt-6-astra,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
gmicloud/MiniMaxAI/MiniMax-M3,MiniMaxAI/MiniMax-M3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
gpt-5.6-luna,GPT 5.6 Luna,"[""text"",""image""]",未知,921000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",medium
gpt-5.6-sol,GPT 5.6 Sol,"[""text"",""image""]",未知,921000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",medium
gpt-5.6-terra,GPT 5.6 Terra,"[""text"",""image""]",未知,921000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",medium
gpt-6-astra,GPT 6.0 Astra,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",medium
grok-4.7,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
kimi-coding/kimi-k2,Kimi K2,"[""text""]",未知,131072,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
kimi-coding/kimi-k2-thinking,Kimi K2 Thinking,"[""text""]",未知,131072,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",low
kimi-coding/kimi-k2.5,Kimi K2.5,"[""text"",""image""]",未知,262144,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",low
kimi-coding/kimi-k2.6,Kimi K2.6,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",low
kimi-coding/kimi-k2.7-code,Kimi K2.7 Code,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",low
kimi-coding/kimi-k2.7-code-highspeed,Kimi K2.7 Code HighSpeed,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",low
kimi-coding/kimi-k3,Kimi K3,"[""text"",""image""]",未知,1048576,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",low
kimi-coding/kimi-k3-256k,Kimi K3 256K,"[""text"",""image""]",未知,262144,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Maximum available reasoning depth for complex problems"",""effort"":""max""}]",low
nim/deepseek-ai/deepseek-v4-flash-0731,deepseek-ai/deepseek-v4-flash-0731,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
nim/minimaxai/minimax-m3,minimaxai/minimax-m3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
nim/moonshotai/kimi-k3,Kimi K3,"[""text"",""image"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]",medium
ollama-cloud/deepseek-v4-flash:0731,DeepSeek V4 Flash 0731,"[""text""]","[""text""]",1048576,未知,未知,未知,1048576,"[{""effort"":""high""},{""effort"":""max""}]",medium
ollama-cloud/deepseek-v4-pro:0813,deepseek-v4-pro:0813,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/gemma4:31b,gemma4:31b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/glm-5.1,glm-5.1,"[""text"",""image""]",未知,202752,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/glm-5.2,glm-5.2,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/glm-5.3,glm-5.3,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/glm-5.3-flash,glm-5.3-flash,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/gpt-oss:120b,gpt-oss:120b,"[""text"",""image""]",未知,131072,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/gpt-oss:20b,gpt-oss:20b,"[""text""]","[""text""]",131072,未知,未知,未知,32768,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",medium
ollama-cloud/kimi-k2.6,kimi-k2.6,"[""text"",""image""]",未知,262144,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/kimi-k2.7-code,kimi-k2.7-code,"[""text"",""image""]",未知,262144,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/kimi-k3,kimi-k3,"[""text"",""image""]",未知,1048576,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/minimax-m2.7,minimax-m2.7,"[""text"",""image""]",未知,196608,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/minimax-m3,minimax-m3,"[""text"",""image""]",未知,512000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/mistral-large-3:675b,mistral-large-3:675b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,262144,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/nemotron-3-nano:30b,nemotron-3-nano:30b,"[""text""]","[""text""]",262144,未知,未知,未知,131072,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/nemotron-3-super,nemotron-3-super,"[""text""]","[""text""]",262144,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/nemotron-3-ultra,nemotron-3-ultra,"[""text"",""image""]",未知,262144,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
ollama-cloud/qwen3.5:397b,qwen3.5:397b,"[""text"",""image""]","[""text""]",262144,未知,未知,未知,65536,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-fable-5,claude-fable-5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-fable-5-1,claude-fable-5-1,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-haiku-4-5,claude-haiku-4-5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-haiku-4-5-20251001,claude-haiku-4-5-20251001,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-4-5,claude-opus-4-5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-4-5-20251101,claude-opus-4-5-20251101,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-4-6,claude-opus-4-6,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-4-7,claude-opus-4-7,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-4-8,claude-opus-4-8,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-opus-5,claude-opus-5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-sonnet-4-5-20250929,claude-sonnet-4-5-20250929,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-sonnet-4-6,claude-sonnet-4-6,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
shuaiapi/claude-sonnet-5,claude-sonnet-5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-3-mini,Grok 3 Mini,"[""text""]",未知,131072,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-3-mini-fast,Grok 3 Mini Fast,"[""text""]",未知,131072,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-4.20-0309-non-reasoning,Grok 4.20 0309 Non Reasoning,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-4.20-0309-reasoning,Grok 4.20 0309 Reasoning,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-4.20-multi-agent-0309,Grok 4.20 Multi Agent 0309,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-4.3,Grok 4.3,"[""text"",""image""]",未知,1000000,未知,65536,未知,未知,"[{""description"":""No reasoning"",""effort"":""none""},{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-4.5,Grok 4.5,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
supergrok/grok-4.6,Grok 4.6,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-build-0.1,Grok Build 0.1,"[""text"",""image""]",未知,256000,未知,256000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-composer-2.5-fast,Composer 2.5 Fast,"[""text"",""image""]",未知,200000,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-image,Grok Imagine Image,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-image-2.0,Grok Imagine Image 2.0,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-image-quality,Grok Imagine Image Quality,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-video,Grok Imagine Video,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-video-1.5,Grok Imagine Video 1.5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
supergrok/grok-imagine-video-1.5-preview,Grok Imagine Video 1.5 Preview,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/deepseek-v4-flash,deepseek-v4-flash,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
xl/gemini-3.8-flash-high,Gemini 3.8 Flash,"[""text"",""image""]",未知,1048576,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
xl/glm-5.3,glm-5.3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
xl/glm-5.3-flash,glm-5.3-flash,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium
xl/gpt-5.3-codex-spark,GPT 5.3 Codex Spark,"[""text""]",未知,128000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",high
xl/gpt-5.6-luna,GPT 5.6 Luna,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/gpt-5.6-sol,GPT 5.6 Sol,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",low
xl/gpt-5.6-terra,GPT 5.6 Terra,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/gpt-6-astra,GPT 6.0 Astra,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/gpt-image-2,GPT Image 2,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/grok-4.5,Grok 4.5,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",high
xl/grok-4.6,Grok 4.6,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/grok-build-0.1,Grok Build 0.1,"[""text"",""image""]",未知,256000,未知,256000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/grok-composer-2.5-fast,Composer 2.5 Fast,"[""text"",""image""]",未知,200000,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
xl/grok-imagine-image-2.0,Grok Imagine Image 2.0,"[""text"",""image"",""pdf""]","[""image"",""pdf""]",64000,未知,未知,未知,0,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium
